cons_id,def_id,english,arabic
8607,124620,Prescription Report,تقرير الوصفة الدوائية
8608,,Prescription successfully removed.,
8609,,Prescription Transmit Review,
8610,124621,Prescriptions,الوصفات الدوائية
8611,,"Prescriptions (write,addonly optional)",
8612,,"Prescriptions (write,addonly optional) (rx)",
8613,124622,Prescriptions and Dispensations,الوصفات الدوائية و الصرف الدوائي
8614,124623,Prescriptions and other referrals,الوصفات الدوائية و التحويلات اﻷخري
8615,124624,Prescriptions and/or referrals by specialist,الوصفات الدوائية و/او التحويلات بواسطة اﻷخصائي
8616,,Prescriptions may be created from the Fee Sheet.,
8617,124625,Prescriptions Report,تقرير الوصفات الدوائية
8618,,Prescriptions Review Not Authorized,
8619,124626,Prescriptions/Referrals,الوصفات الدوائية / التحويلات
8620,124627,Present,الحاضر
8621,,Present an additional PDF custom receipt after checkout.,
8622,124628,Presenting Complaint,الشكوي الحالية
8623,124629,Presenting Issue(s),المشاكل الحالية
8624,124630,Press Continue to proceed,إضغط أكمل لتتابع
8625,,Press the flashing button on the USB key within 1 minute of inserting it and click on register to register the key with OpenEMR,
8626,,Press this icon to build your Impression/Plan.,
8627,124631,Presumed Diagnosis,التشخيص المفترض
8628,124632,Presumed diagnosis by specialist,التشخيص المفترض بواسطة اﻷخصائي
8629,124633,Prev,السابق
8630,124634,Prev Med/Surg Hx,التاريخ المرضي الطبي و الجراحي السابق
8631,124635,Prev. month (hold for menu),الشهر السابق (إبق ضاغطا للقائمة)
8632,124636,Prev. year (hold for menu),السنة السابقة (إبق ضاغطا للقائمة)
8633,,Prevent Web Browser Refresh,
8634,124637,Preventative Care,الرعاية الوقائية
8635,,Prevention Rehab,
8636,,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention (CQM),
8637,,Preview Changes,
8638,124638,Preview Event,إستعرض الحدث
8639,,Preview file,
8640,,Preview not available for this document type,
8641,124639,Preview of,إستعراض ال
8642,124640,Previous,السابق
8643,,Previous Balance,
8644,124641,Previous Consultations,الإستشارات السابقة
8645,124642,Previous Day,اليوم السابق
8646,,Previous Encounter Drawings,
8647,124643,Previous History/Screening,التاريخ الطبي / المعاينة السابقة
8648,124644,Previous Month,الشهر السابق
8649,,Previous name history already exist. Try again or Cancel.,
8650,,Previous Names,
8651,124645,Previous Week,الأسبوع الماضي
8652,124646,Price,السعر
8653,,Price can be manually set or if already set can be altered here,
8654,,Price changed,
8655,124647,Price Discounting,خصم السعر
8656,124648,Price Level,مستوى السعر
8657,,Price level changed,
8658,124649,Price Level:,مستوى السعر:
8659,,Pricelevel,
8660,124650,Prices,السعار
8661,124651,Primary,أولّي
8662,124652,Primary Business Entity,الكيان التجاري الأولي
8663,124653,Primary Business Entity tax id is used as account id for NewCrop ePrescription. Changing the facility will affect the working in NewCrop.,الرقم الضريبي للكيان التجاري الأولي سيستخدم كرقم حساب
8664,,Primary Business Entity tax id is used as the account id for NewCrop ePrescription.,
8665,,Primary Care,
8666,,Primary Care Provider,
8667,,Primary Diagnosis,
8668,,Primary Facility City,
8669,,Primary Facility Country code,
8670,,Primary Facility State,
8671,,Primary Facility Street Address,
8672,,Primary Facility Zip Code,
8673,124654,Primary Ins,تأمين أولّي
8674,124655,Primary Insurance,تأمين أولّي
8675,124656,Primary Insurance Data,بيانات التأمين الأولّي
8676,124657,Primary Insurance Provider,مزوّد التأمين الأولّي
8677,124658,Primary Provider,المزوّد الأولّي
8678,124659,Print,إطبع
8679,124660,Print (HTML),إطبع (HTML)
8680,124661,Print (PDF),إطبع (PDF)
8681,,Print Amendments,
8682,124662,Print Any Encounter,إطبع اي زيارة
8683,124663,Print Blank Referral Form,إطبع طلب تحويل فارغ
8684,,Print Checkout,
8685,124664,Print Command,إطبع اﻷمر
8686,,Print Custom Message,
8687,124665,Print Date,إطبع التاريخ
8688,,Print End of Day Report 1,
8689,,Print End of Day Report 2,
8690,,Print End of Day Report 3,
8691,,Print Entire Listing,
8692,124666,Print Format,إطبع التهيئة
8693,124667,Print Four Panel,إطبع اربع واجهات
8694,,Print Ledger,
8695,,Print locally,
8696,124668,Print message,إطبع الرسالة
8697,124669,Print Multiple,إطبع متعدد
8698,124670,Print Multiple To Fax,إطبع متعدد للفاكس
8699,124671,"Print name, sign and date.","إطبع الإسم, التوقيع و التاريخ"
8700,124672,Print Notes,إطبع الملاحظة
8701,124673,Print Page 1,إطبع الصفحة 1
8702,124674,Print Page 2,إطبع الصفحة 2
8703,,Print Patient Address Label,
8704,,Print Patient Billing Note,
8705,124675,Print Receipts by Provider,إطبع أرصدة المزود
8706,124676,Print Record,إطبع السجل
8707,,Print Record (HTML),
8708,,Print Record (PDF),
8709,,Print remotely,
8710,,Print Report,
8711,,Print Selected,
8712,124677,Print Selected Statements,إطبع البيانات المختارة
8713,124678,Print Shot Record,إطبع سجل التطعيم
8714,,Print the Next Appointment on the Bottom of the Ledger,
8715,124679,Print This Encounter,إطبع هذه الزيارة
8716,,Print this form,
8717,124680,Print this note,إطبع هذه الملاحظة
8718,124681,Print This Note,إطبع هذه الملاحظة
8719,,Print To,
8720,124682,Print To Fax,إطبع للفاكس
8721,124683,Print View,معاينة الطباعة
8722,124684,printable,قابل للطباعة
8723,124685,Printable Version,نسخة قابلة للطباعة
8724,124686,Printed,تم الطبع
8725,,Printed on,
8726,,Printer,
8727,,Printing Log Option,
8728,124687,Printing results:,نتائج الطباعة :
8729,124688,Printing skipped; see test output in,"تم تجاوز الطباعة, انظر نتيجة الإختبار في"
8730,124689,Printing skipped; see test output in ,"تم تجاوز الطباعة, انظر نتيجة الإختبار في"
8731,,Prints the CMS 1500 on the Preprinted form,
8732,124690,Prior Auth,تصريح مسبق
8733,,Prior Authorization,
8734,124691,Prior Authorization Form,طلب تصريح مسبق
8735,,Prior Exam,
8736,,Prior Eye Meds,
8737,,Prior IMP/PLAN,
8738,,Prior Refractions,
8739,,Prior Validations Errors,
8740,124692,Prior Visit,زيارة مسبقة
8741,,Prior Visits,
8742,124693,Priority,أولوية
8743,124694,Priority ,أولوية
8744,,Prism,
8745,,Prism Diopters,
8746,,Prison Correctional Facility,
8747,124695,Private,خاص
8748,124696,Problem,مشكلة
8749,124697,Problem DX,تشخيص المشكلة
8750,124698,Problem List,قائمة المشاكل
8751,,Problem loading.,
8752,,Problems,
8753,,Problems & Diagnoses,
8754,,Problems or Code,
8755,124699,Problems/Issues,مشاكل/إشكاليات
8756,124700,Proc Bat,مجموع العملية
8757,124701,Proc Cat,تصنيف العملية
8758,124702,Proc Load,حمّل العملية
8759,124703,Proc Pending Rev,حجز العملية تحت الطلب
8760,124704,Proc Prov,مزود العملية
8761,124705,Proc Res,حجز العملية
8762,124706,Procedure,عملية
8763,124707,Procedure Body Sites,الأجزاء المجري لها العملية
8764,,"Procedure Body Sites - Arm, Buttock and Other - used for immunization - modify as needed",
8765,124708,Procedure Boolean Results,نتائج بولونية للعملية (ناجحة/فاشلة)
8766,,Procedure Boolean Results - No and Yes,
8767,124709,Procedure Code,رمز العملية
8768,124710,Procedure Codes,رموز العملية
8769,124711,Procedure Lateralities,تجانبات العملية
8770,,"Procedure Lateralities - Left, Right and Bilateral",
8771,124712,Procedure Name,إسم العملية
8772,,Procedure Note - 2010,
8773,124713,Procedure Order,أمر العملية
8774,124714,Procedure order,أمر العملية
8775,,Procedure Order Details,
8776,124715,Procedure Order for,أمر العملية ل
8777,,Procedure order not found,
8778,,procedure order not found in database contact tech support,
8779,124716,Procedure Orders and Reports,أوامر و تقارير العملية
8780,124717,Procedure Picker,مختار العملية
8781,124718,Procedure provider,مزود العملية
8782,124719,Procedure Provider,مزود العملية
8783,,Procedure Provider Help,
8784,124720,Procedure Providers,مزودي العملية
8785,124721,Procedure Report,تقرير العملية
8786,,Procedure Report Abnormal,
8787,,"Procedure Report Abnormal - No, Yes, High, Low Above upper panic limit and Below lower panic limit",
8788,124722,Procedure Report Statuses,حالات تقرير العملية
8789,,"Procedure Report Statuses - Final, Reviewed, Preliminary, Canceled, Error and Corrected",
8790,124723,Procedure Result Abnormal,نتائج العملية غير طبيعية
8791,124724,Procedure Result Statuses,حالات نتائج العملية
8792,,"Procedure Result Statuses - Final, Preliminary, Canceled, Error, Corrected and Incomplete",
8793,124725,Procedure Results,نتائج العملية
8794,124726,Procedure Routes,طرق العملية
8795,,"Procedure Routes - Injection, Oral and Other",
8796,124727,Procedure Specimen Types,أنواع عينة العملية
8797,,"Procedure Specimen Types - Blood, Saliva, Urine and Other",
8798,124728,Procedure Statistics Report,تقرير إحصائات العملية
8799,,Procedure Test,
8800,,Procedure Tier,
8801,124729,Procedure Type,نوع العملية
8802,124730,Procedure Types,أنواع العملية
8803,,"Procedure Types - Group, Procedure Order, Discrete Result, Recommendation, Custom Favorite Group and Custom Favorite Item. Used in the next step - Configure the lab test structure",
8804,124731,Procedure Units,وحدات العملية
8805,,"Procedure Units - various units needed to define result values - may need to add to this list depending on the tests that are included, will vary according to need",
